id,blocker_kind,file,line,section,severity,source_phase,runtime_status,owning_pack,row_class_or_scope,execution_context,assertion,missing_evidence,evidence_artifact_status,evidence_posture,message
"defense_view_engagement_event_runtime","runtime_evidence","Sourcera_Master_Spec.md","73572","M.5.114 v7.1.1 Phase 9.1 Analytics Residual Closure (D-9.1-003 / -009 / -011 / -013 / -014 / -017 / -018 / -021) {#m-5-114-v711-phase91-analytics-residual-closure}","blocker","v7.1.1 Phase 9.1 Analytics Residual Closure (D-9.1-003 / -009 / -011 / -013 / -014 / -017 / -018 / -021) {#m-5-114-v711-phase91-analytics-residual-closure}","spec_binding_pending_pack_m21_3","m21_3","analytics_runtime_test","browser_test + event_schema_test","Authorized open/dismiss interactions emit the registered events with retry dedupe, dwell, dismissal method, residency/DSAR behavior, and no event on denied access or lost beacon.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"seller_kb_first_entry_indexed_runtime","runtime_evidence","Sourcera_Master_Spec.md","73573","M.5.114 v7.1.1 Phase 9.1 Analytics Residual Closure (D-9.1-003 / -009 / -011 / -013 / -014 / -017 / -018 / -021) {#m-5-114-v711-phase91-analytics-residual-closure}","blocker","v7.1.1 Phase 9.1 Analytics Residual Closure (D-9.1-003 / -009 / -011 / -013 / -014 / -017 / -018 / -021) {#m-5-114-v711-phase91-analytics-residual-closure}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","transaction_test + outbox_test","Concurrent Bootstrap indexing emits exactly one unsampled first-entry milestone per `(seller_org_id, bootstrap_job_id)` in the source transaction; retries and partial jobs do not duplicate it.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"featured_placement_funnel_runtime","runtime_evidence","Sourcera_Master_Spec.md","73574","M.5.114 v7.1.1 Phase 9.1 Analytics Residual Closure (D-9.1-003 / -009 / -011 / -013 / -014 / -017 / -018 / -021) {#m-5-114-v711-phase91-analytics-residual-closure}","blocker","v7.1.1 Phase 9.1 Analytics Residual Closure (D-9.1-003 / -009 / -011 / -013 / -014 / -017 / -018 / -021) {#m-5-114-v711-phase91-analytics-residual-closure}","spec_binding_pending_pack_m21_3","m21_3","analytics_runtime_test","marketplace_browser_test + event_schema_test","Render, click, and EOI correlate on the registered domain/placement/observation/click keys, reject mismatches without fallback, and carry no forbidden competitor or free-text data.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"buyer_evaluation_funnel_derivation_consistency","runtime_evidence","Sourcera_Master_Spec.md","73575","M.5.114 v7.1.1 Phase 9.1 Analytics Residual Closure (D-9.1-003 / -009 / -011 / -013 / -014 / -017 / -018 / -021) {#m-5-114-v711-phase91-analytics-residual-closure}","blocker","v7.1.1 Phase 9.1 Analytics Residual Closure (D-9.1-003 / -009 / -011 / -013 / -014 / -017 / -018 / -021) {#m-5-114-v711-phase91-analytics-residual-closure}","spec_binding_pending_pack_m02_3","m02_3","analytics_contract_test","warehouse_model_test + pr_lint","Friendly evaluation-start/completion stages derive only from `workspace_created` activation and `procurement_completed`; abort/archive/cancel exits never count as completion and retries dedupe by source event id. Local pr_lint guard `tools/spec-lint/gates/buyer_evaluation_funnel_derivation_consistency.ts` and pass/fail fixtures are present and verified 2026-07-12; the composite row remains pending for warehouse-model evidence.","the composite row remains pending for warehouse-model evidence","tools/spec-lint/gates/buyer_evaluation_funnel_derivation_consistency.ts:present","local_guard_present_external_evidence_pending","Runtime status is still spec_binding_pending_pack_m02_3; required artifact evidence not promoted. No candidate path is inferred; use the row execution context and assertion."
"posthog_event_contract_runtime_consistency","runtime_evidence","Sourcera_Master_Spec.md","73576","M.5.114 v7.1.1 Phase 9.1 Analytics Residual Closure (D-9.1-003 / -009 / -011 / -013 / -014 / -017 / -018 / -021) {#m-5-114-v711-phase91-analytics-residual-closure}","blocker","v7.1.1 Phase 9.1 Analytics Residual Closure (D-9.1-003 / -009 / -011 / -013 / -014 / -017 / -018 / -021) {#m-5-114-v711-phase91-analytics-residual-closure}","spec_binding_pending_pack_m21_3","m21_3","analytics_runtime_test","event_schema_test + dashboard_privacy_test","Side-qualified plan tiers, key-property type resolution, mirror allow-list/free-text exclusion, residency routing, DSAR, and render-time k-anonymity suppression hold across Standard, Advanced, KB, Internal Comment, Hero Moment, and Marketplace events.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"seller_stake_reveal_outcome_targets_runtime","runtime_evidence","Sourcera_Master_Spec.md","73586","M.5.115 v7.1.1 Hero Moment Residual Closure (D-HM-010 / -011 / -014 / -015) {#m-5-115-v711-hero-moment-residual-closure}","blocker","v7.1.1 Hero Moment Residual Closure (D-HM-010 / -011 / -014 / -015) {#m-5-115-v711-hero-moment-residual-closure}","spec_binding_pending_pack_m21_3","m21_3","analytics_runtime_test","browser_test + event_schema_test + warehouse_model_test","KB landing coverage, debrief opens, CTA engagement, and per-CM completed upgrades use the §44.1 denominators, retry dedupe, failure states, attribution windows, and low-volume suppression without zero-fill or cross-moment pooling.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"pro_trial_hero_moment_slo_precedence_runtime","runtime_evidence","Sourcera_Master_Spec.md","73587","M.5.115 v7.1.1 Hero Moment Residual Closure (D-HM-010 / -011 / -014 / -015) {#m-5-115-v711-hero-moment-residual-closure}","blocker","v7.1.1 Hero Moment Residual Closure (D-HM-010 / -011 / -014 / -015) {#m-5-115-v711-hero-moment-residual-closure}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","entitlement_test + cohort_model_test","A Pro Trial Seat receives compressed presentation while retaining grant entitlements and the standard activation SLO; expiry affects future renders without relabeling or recomputing historical sessions.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"buyer_pulse_interactive_render_runtime","runtime_evidence","Sourcera_Master_Spec.md","73588","M.5.115 v7.1.1 Hero Moment Residual Closure (D-HM-010 / -011 / -014 / -015) {#m-5-115-v711-hero-moment-residual-closure}","blocker","v7.1.1 Hero Moment Residual Closure (D-HM-010 / -011 / -014 / -015) {#m-5-115-v711-hero-moment-residual-closure}","spec_binding_pending_pack_m21_3","m21_3","performance_runtime_test","load_test + browser_test + accessibility_test","Buyer Pulse surfaces satisfy the §44.1 p95 target with partial/loading/error/retry states and never read SellerOnboardingSession or seller Hero Moment fields.",".github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics",".github/workflows/marketplace-runtime.yml:missing; convex/deploy_validators:missing; tests/marketplace:missing; tests/analytics:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m21_3; required artifact evidence not promoted. Checked: .github/workflows/marketplace-runtime.yml, convex/deploy_validators, tests/marketplace, tests/analytics."
"seller_direct_signup_value_activation_runtime","runtime_evidence","Sourcera_Master_Spec.md","73589","M.5.115 v7.1.1 Hero Moment Residual Closure (D-HM-010 / -011 / -014 / -015) {#m-5-115-v711-hero-moment-residual-closure}","blocker","v7.1.1 Hero Moment Residual Closure (D-HM-010 / -011 / -014 / -015) {#m-5-115-v711-hero-moment-residual-closure}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","transaction_test + integration_test + mobile_e2e","Eligible asset commits choose exactly one value moment across retries/concurrency; abandonment/reactivation, RBAC, firewall, residency, DSAR, retention, mobile/offline, downgrade, and event-field boundaries hold without fabricating bid Hero Moment fields.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"wallet_auto_topup_daily_frequency_runtime","runtime_evidence","Sourcera_Master_Spec.md","73597","M.5.116 v7.1.1 Billing Settlement Resilience (D-CONS-015 / -016 / -018 / -019) {#m-5-116-v711-billing-settlement-resilience}","blocker","v7.1.1 Billing Settlement Resilience (D-CONS-015 / -016 / -018 / -019) {#m-5-116-v711-billing-settlement-resilience}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","transaction_test + Stripe_contract_test","Daily distinct automatic-charge frequency serializes across concurrent triggers; retries/callbacks retain one slot; limit rejection creates no charge, credit, or retry chain.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"outcome_resolver_free_allowance_settlement_runtime","runtime_evidence","Sourcera_Master_Spec.md","73598","M.5.116 v7.1.1 Billing Settlement Resilience (D-CONS-015 / -016 / -018 / -019) {#m-5-116-v711-billing-settlement-resilience}","blocker","v7.1.1 Billing Settlement Resilience (D-CONS-015 / -016 / -018 / -019) {#m-5-116-v711-billing-settlement-resilience}","spec_binding_pending_pack_m11_3","m11_3","runtime_property_test","settlement_test + contest_test","Free-allowance operations settle under the pinned contract without Stripe/wallet effects; rejection consumes one unit and approved reversal restores exactly one.",".github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration",".github/workflows/deploy-validator.yml:missing; .github/workflows/test-strategy.yml:missing; convex/deploy_validators:missing; tests/integration:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m11_3; required artifact evidence not promoted. Checked: .github/workflows/deploy-validator.yml, .github/workflows/test-strategy.yml, convex/deploy_validators, tests/integration."
"solo_per_charge_dispute_disambiguation_runtime","runtime_evidence","Sourcera_Master_Spec.md","73599","M.5.116 v7.1.1 Billing Settlement Resilience (D-CONS-015 / -016 / -018 / -019) {#m-5-116-v711-billing-settlement-resilience}","blocker","v7.1.1 Billing Settlement Resilience (D-CONS-015 / -016 / -018 / -019) {#m-5-116-v711-billing-settlement-resilience}","spec_binding_pending_pack_m24_3","m24_3","billing_contract_test","Stripe_test + webhook_test + browser_test","Seven-day BillingEvent refunds use the Solo queue/event family; customer AIOperation contests stay hidden and neither path mutates the other's outcome or emits the other's webhook.",".github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators",".github/workflows/billing-runtime.yml:missing; tests/billing:missing; convex/deploy_validators:missing","required_product_runtime_evidence_missing","Runtime status is still spec_binding_pending_pack_m24_3; required artifact evidence not promoted. Checked: .github/workflows/billing-runtime.yml, tests/billing, convex/deploy_validators."
